38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
19:23:03.0 (59742)|USER_INFO|[EXTERNAL]|0056F000006PtYl|gwadmin@gw.jp.kddi|日本標準時|GMT+09:00
19:23:03.0 (94580)|EXECUTION_STARTED
19:23:03.0 (98984)|CODE_UNIT_STARTED|[EXTERNAL]|0666F0000066wqU|VF: /apex/kdKnowledgeListPage
19:23:03.0 (23060153)|SYSTEM_MODE_ENTER|true
19:23:03.0 (23436906)|VARIABLE_SCOPE_BEGIN|[7]|auMainTopCompCtrl.TYPE_SCREEN_CX_SCREEN|Integer|false|true
19:23:03.0 (23449224)|VARIABLE_SCOPE_BEGIN|[8]|auMainTopCompCtrl.TYPE_SCREEN_CX_TIMELINE|Integer|false|true
19:23:03.0 (23457294)|VARIABLE_SCOPE_BEGIN|[9]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE|Integer|false|true
19:23:03.0 (23464081)|VARIABLE_SCOPE_BEGIN|[10]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE_LIST|Integer|false|true
19:23:03.0 (23470310)|VARIABLE_SCOPE_BEGIN|[11]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_DASHBOARD|Integer|false|true
19:23:03.0 (23476684)|VARIABLE_SCOPE_BEGIN|[12]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_LIST|Integer|false|true
19:23:03.0 (23483333)|VARIABLE_SCOPE_BEGIN|[15]|auMainTopCompCtrl.TYPE_SCREEN_SA_CHATTER|Integer|false|true
19:23:03.0 (23489186)|VARIABLE_SCOPE_BEGIN|[16]|auMainTopCompCtrl.TYPE_SCREEN_SA_DAILYREPORT|Integer|false|true
19:23:03.0 (23495163)|VARIABLE_SCOPE_BEGIN|[22]|auMainTopCompCtrl.TYPE_SCREEN_SA_DAILYREPORTLIST|Integer|false|true
19:23:03.0 (23501463)|VARIABLE_SCOPE_BEGIN|[18]|auMainTopCompCtrl.TYPE_SCREEN_SA_DOCUMENTS|Integer|false|true
19:23:03.0 (23507261)|VARIABLE_SCOPE_BEGIN|[17]|auMainTopCompCtrl.TYPE_SCREEN_SA_ENQUETE|Integer|false|true
19:23:03.0 (23513405)|VARIABLE_SCOPE_BEGIN|[20]|auMainTopCompCtrl.TYPE_SCREEN_SA_LINKS|Integer|false|true
19:23:03.0 (23519846)|VARIABLE_SCOPE_BEGIN|[13]|auMainTopCompCtrl.TYPE_SCREEN_SA_MESSAGES|Integer|false|true
19:23:03.0 (23525723)|VARIABLE_SCOPE_BEGIN|[19]|auMainTopCompCtrl.TYPE_SCREEN_SA_RANKING|Integer|false|true
19:23:03.0 (23531676)|VARIABLE_SCOPE_BEGIN|[14]|auMainTopCompCtrl.TYPE_SCREEN_SA_REPORTS|Integer|false|true
19:23:03.0 (23537671)|VARIABLE_SCOPE_BEGIN|[21]|auMainTopCompCtrl.TYPE_SCREEN_SA_USRSETTINGS|Integer|false|true
19:23:03.0 (23543714)|VARIABLE_SCOPE_BEGIN|[4]|auMainTopCompCtrl.TYPE_SCREEN_STPD_EVENT|Integer|false|true
19:23:03.0 (23549929)|VARIABLE_SCOPE_BEGIN|[6]|auMainTopCompCtrl.TYPE_SCREEN_STPD_SCREEN|Integer|false|true
19:23:03.0 (23555966)|VARIABLE_SCOPE_BEGIN|[5]|auMainTopCompCtrl.TYPE_SCREEN_STPD_TIMELINE|Integer|false|true
19:23:03.0 (23578632)|VARIABLE_SCOPE_BEGIN|[3]|auMainTopCompCtrl.TYPE_SCREEN_SWITCH|Integer|false|true
19:23:03.0 (23681308)|HEAP_ALLOCATE|[72]|Bytes:3
19:23:03.0 (23733075)|HEAP_ALLOCATE|[77]|Bytes:152
19:23:03.0 (23744888)|HEAP_ALLOCATE|[342]|Bytes:408
19:23:03.0 (23755149)|HEAP_ALLOCATE|[355]|Bytes:408
19:23:03.0 (23765810)|HEAP_ALLOCATE|[467]|Bytes:48
19:23:03.0 (23788240)|HEAP_ALLOCATE|[139]|Bytes:6
19:23:03.0 (23801885)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:288
19:23:03.0 (23832153)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:114
19:23:03.0 (23846091)|METHOD_ENTRY|[1]|01p6F0000084OtI|auMainTopCompCtrl.auMainTopCompCtrl()
19:23:03.0 (23851674)|STATEMENT_EXECUTE|[1]
19:23:03.0 (23855291)|STATEMENT_EXECUTE|[1]
19:23:03.0 (23856641)|STATEMENT_EXECUTE|[3]
19:23:03.0 (23861341)|HEAP_ALLOCATE|[3]|Bytes:4
19:23:03.0 (23885747)|VARIABLE_ASSIGNMENT|[3]|auMainTopCompCtrl.TYPE_SCREEN_SWITCH|0
19:23:03.0 (23891101)|STATEMENT_EXECUTE|[4]
19:23:03.0 (23893884)|HEAP_ALLOCATE|[4]|Bytes:4
19:23:03.0 (23900654)|VARIABLE_ASSIGNMENT|[4]|auMainTopCompCtrl.TYPE_SCREEN_STPD_EVENT|11
19:23:03.0 (23904152)|STATEMENT_EXECUTE|[5]
19:23:03.0 (23906281)|HEAP_ALLOCATE|[5]|Bytes:4
19:23:03.0 (23912357)|VARIABLE_ASSIGNMENT|[5]|auMainTopCompCtrl.TYPE_SCREEN_STPD_TIMELINE|12
19:23:03.0 (23915927)|STATEMENT_EXECUTE|[6]
19:23:03.0 (23917643)|HEAP_ALLOCATE|[6]|Bytes:4
19:23:03.0 (23922596)|VARIABLE_ASSIGNMENT|[6]|auMainTopCompCtrl.TYPE_SCREEN_STPD_SCREEN|13
19:23:03.0 (23926034)|STATEMENT_EXECUTE|[7]
19:23:03.0 (23928043)|HEAP_ALLOCATE|[7]|Bytes:4
19:23:03.0 (23932321)|VARIABLE_ASSIGNMENT|[7]|auMainTopCompCtrl.TYPE_SCREEN_CX_SCREEN|21
19:23:03.0 (23935741)|STATEMENT_EXECUTE|[8]
19:23:03.0 (23937404)|HEAP_ALLOCATE|[8]|Bytes:4
19:23:03.0 (23942619)|VARIABLE_ASSIGNMENT|[8]|auMainTopCompCtrl.TYPE_SCREEN_CX_TIMELINE|22
19:23:03.0 (23946052)|STATEMENT_EXECUTE|[9]
19:23:03.0 (23947961)|HEAP_ALLOCATE|[9]|Bytes:4
19:23:03.0 (23952184)|VARIABLE_ASSIGNMENT|[9]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE|31
19:23:03.0 (23955155)|STATEMENT_EXECUTE|[10]
19:23:03.0 (23957245)|HEAP_ALLOCATE|[10]|Bytes:4
19:23:03.0 (23961866)|VARIABLE_ASSIGNMENT|[10]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE_LIST|32
19:23:03.0 (23964848)|STATEMENT_EXECUTE|[11]
19:23:03.0 (23966757)|HEAP_ALLOCATE|[11]|Bytes:4
19:23:03.0 (23971119)|VARIABLE_ASSIGNMENT|[11]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_DASHBOARD|41
19:23:03.0 (23974441)|STATEMENT_EXECUTE|[12]
19:23:03.0 (23976129)|HEAP_ALLOCATE|[12]|Bytes:4
19:23:03.0 (23983572)|VARIABLE_ASSIGNMENT|[12]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_LIST|42
19:23:03.0 (23987650)|STATEMENT_EXECUTE|[13]
19:23:03.0 (23989624)|HEAP_ALLOCATE|[13]|Bytes:4
19:23:03.0 (23994653)|VARIABLE_ASSIGNMENT|[13]|auMainTopCompCtrl.TYPE_SCREEN_SA_MESSAGES|51
19:23:03.0 (23997661)|STATEMENT_EXECUTE|[14]
19:23:03.0 (23999555)|HEAP_ALLOCATE|[14]|Bytes:4
19:23:03.0 (24004403)|VARIABLE_ASSIGNMENT|[14]|auMainTopCompCtrl.TYPE_SCREEN_SA_REPORTS|52
19:23:03.0 (24008253)|STATEMENT_EXECUTE|[15]
19:23:03.0 (24010126)|HEAP_ALLOCATE|[15]|Bytes:4
19:23:03.0 (24014935)|VARIABLE_ASSIGNMENT|[15]|auMainTopCompCtrl.TYPE_SCREEN_SA_CHATTER|53
19:23:03.0 (24018938)|STATEMENT_EXECUTE|[16]
19:23:03.0 (24020844)|HEAP_ALLOCATE|[16]|Bytes:4
19:23:03.0 (24025227)|VARIABLE_ASSIGNMENT|[16]|auMainTopCompCtrl.TYPE_SCREEN_SA_DAILYREPORT|54
19:23:03.0 (24028642)|STATEMENT_EXECUTE|[17]
19:23:03.0 (24030540)|HEAP_ALLOCATE|[17]|Bytes:4
19:23:03.0 (24035855)|VARIABLE_ASSIGNMENT|[17]|auMainTopCompCtrl.TYPE_SCREEN_SA_ENQUETE|55
19:23:03.0 (24039213)|STATEMENT_EXECUTE|[18]
19:23:03.0 (24041198)|HEAP_ALLOCATE|[18]|Bytes:4
19:23:03.0 (24045758)|VARIABLE_ASSIGNMENT|[18]|auMainTopCompCtrl.TYPE_SCREEN_SA_DOCUMENTS|56
19:23:03.0 (24049473)|STATEMENT_EXECUTE|[19]
19:23:03.0 (24051104)|HEAP_ALLOCATE|[19]|Bytes:4
19:23:03.0 (24055742)|VARIABLE_ASSIGNMENT|[19]|auMainTopCompCtrl.TYPE_SCREEN_SA_RANKING|57
19:23:03.0 (24058889)|STATEMENT_EXECUTE|[20]
19:23:03.0 (24060695)|HEAP_ALLOCATE|[20]|Bytes:4
19:23:03.0 (24065536)|VARIABLE_ASSIGNMENT|[20]|auMainTopCompCtrl.TYPE_SCREEN_SA_LINKS|58
19:23:03.0 (24068385)|STATEMENT_EXECUTE|[21]
19:23:03.0 (24070105)|HEAP_ALLOCATE|[21]|Bytes:4
19:23:03.0 (24075075)|VARIABLE_ASSIGNMENT|[21]|auMainTopCompCtrl.TYPE_SCREEN_SA_USRSETTINGS|59
19:23:03.0 (24078088)|STATEMENT_EXECUTE|[22]
19:23:03.0 (24080409)|HEAP_ALLOCATE|[22]|Bytes:4
19:23:03.0 (24085340)|VARIABLE_ASSIGNMENT|[22]|auMainTopCompCtrl.TYPE_SCREEN_SA_DAILYREPORTLIST|60
19:23:03.0 (24092571)|METHOD_EXIT|[1]|auMainTopCompCtrl
19:23:03.0 (24146878)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:40
19:23:03.0 (24155428)|VARIABLE_SCOPE_BEGIN|[41]|this|auMainTopCompCtrl|true|false
19:23:03.0 (24209148)|VARIABLE_ASSIGNMENT|[41]|this|{}|0x37c20a73
19:23:03.0 (24217808)|STATEMENT_EXECUTE|[1]
19:23:03.0 (24221824)|STATEMENT_EXECUTE|[24]
19:23:03.0 (24223145)|STATEMENT_EXECUTE|[25]
19:23:03.0 (24224296)|STATEMENT_EXECUTE|[26]
19:23:03.0 (24225495)|STATEMENT_EXECUTE|[29]
19:23:03.0 (24226650)|STATEMENT_EXECUTE|[30]
19:23:03.0 (24227766)|STATEMENT_EXECUTE|[31]
19:23:03.0 (24228910)|STATEMENT_EXECUTE|[33]
19:23:03.0 (24230050)|STATEMENT_EXECUTE|[34]
19:23:03.0 (24231753)|STATEMENT_EXECUTE|[36]
19:23:03.0 (24239306)|HEAP_ALLOCATE|[42]|Bytes:6
19:23:03.0 (24328965)|STATEMENT_EXECUTE|[41]
19:23:03.0 (24331129)|STATEMENT_EXECUTE|[42]
19:23:03.0 (24466440)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x37c20a73
19:23:03.0 (24477927)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|0
19:23:03.0 (24483884)|HEAP_ALLOCATE|[29]|Bytes:4
19:23:03.0 (24507243)|VARIABLE_ASSIGNMENT|[29]|this.iTypeOfScreen|0|0x37c20a73
19:23:03.0 (24520540)|STATEMENT_EXECUTE|[44]
19:23:03.0 (25257587)|HEAP_ALLOCATE|[44]|Bytes:128
19:23:03.0 (25363010)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"iTypeOfScreen":0}|0x37c20a73
19:23:03.0 (25377150)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"https://au-portal.li (90 more) ..."
19:23:03.0 (25390534)|VARIABLE_ASSIGNMENT|[34]|this.urlReportsSFA|"https://au-portal.li (90 more) ..."|0x37c20a73
19:23:03.0 (25400372)|STATEMENT_EXECUTE|[46]
19:23:03.0 (25403603)|HEAP_ALLOCATE|[46]|Bytes:173
19:23:03.0 (25420620)|HEAP_ALLOCATE|[46]|Bytes:4
19:23:03.0 (25429396)|HEAP_ALLOCATE|[46]|Bytes:7
19:23:03.0 (25462488)|HEAP_ALLOCATE|[50]|Bytes:85
19:23:03.0 (25470812)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
19:23:03.0 (25474856)|STATEMENT_EXECUTE|[1]
19:23:03.0 (25480295)|SYSTEM_METHOD_EXIT|[1]|UserInfo
19:23:03.0 (25490128)|METHOD_ENTRY|[50]||System.UserInfo.getUserId()
19:23:03.0 (25556842)|METHOD_EXIT|[50]||System.UserInfo.getUserId()
19:23:03.0 (27712525)|SOQL_EXECUTE_BEGIN|[46]|Aggregations:0|SELECT SmallPhotoUrl, Account.Name, Account.RegionalOfficeId__r.RegionalOfficeName__c, Account.BranchId__r.BranchName__c, Name, Department FROM User WHERE User.ID = :tmpVar1
19:23:03.0 (31465036)|SOQL_EXECUTE_END|[46]|Rows:1
19:23:03.0 (31484726)|HEAP_ALLOCATE|[46]|Bytes:8
19:23:03.0 (31515271)|HEAP_ALLOCATE|[46]|Bytes:81
19:23:03.0 (31595823)|HEAP_ALLOCATE|[46]|Bytes:8
19:23:03.0 (31609190)|HEAP_ALLOCATE|[46]|Bytes:30
19:23:03.0 (31639800)|HEAP_ALLOCATE|[46]|Bytes:16
19:23:03.0 (31701128)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"iTypeOfScreen":0,"urlReportsSFA":"https://au-portal.li (90 more) ..."}|0x37c20a73
19:23:03.0 (31717568)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"SmallPhotoUrl":"/profilephoto/005/T","Name":"GW Admin","Id":"0056F000006PtYlQAK"}|0x2ffd8c87
19:23:03.0 (31731284)|VARIABLE_ASSIGNMENT|[33]|this.currentUser|{"SmallPhotoUrl":"/profilephoto/005/T","Name":"GW Admin","Id":"0056F000006PtYlQAK"}|0x37c20a73
19:23:03.0 (39850848)|SYSTEM_MODE_ENTER|true
19:23:03.0 (40065660)|VARIABLE_SCOPE_BEGIN|[21]|kdKnowledgeListCtrl.COOKIE_CREATEDBY|String|false|true
19:23:03.0 (40077976)|VARIABLE_SCOPE_BEGIN|[36]|kdKnowledgeListCtrl.COOKIE_EXPIRATION_DATE|Integer|false|true
19:23:03.0 (40086305)|VARIABLE_SCOPE_BEGIN|[32]|kdKnowledgeListCtrl.COOKIE_FREETEXT|String|false|true
19:23:03.0 (40093159)|VARIABLE_SCOPE_BEGIN|[22]|kdKnowledgeListCtrl.COOKIE_HASMOVIE|String|false|true
19:23:03.0 (40099776)|VARIABLE_SCOPE_BEGIN|[35]|kdKnowledgeListCtrl.COOKIE_LABEL_INIT_SEARCH_FLG|String|false|true
19:23:03.0 (40106744)|VARIABLE_SCOPE_BEGIN|[15]|kdKnowledgeListCtrl.COOKIE_PREFIX|String|false|true
19:23:03.0 (40114217)|VARIABLE_SCOPE_BEGIN|[16]|kdKnowledgeListCtrl.COOKIE_STATUS|String|false|true
19:23:03.0 (40120544)|VARIABLE_SCOPE_BEGIN|[19]|kdKnowledgeListCtrl.COOKIE_SUBJECTDIVISION|String|false|true
