36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
13:00:38.0 (68681)|USER_INFO|[EXTERNAL]|0056F000006PtYl|gwadmin@gw.jp.kddi|日本標準時|GMT+09:00
13:00:38.0 (113491)|EXECUTION_STARTED
13:00:38.0 (121443)|CODE_UNIT_STARTED|[EXTERNAL]|0666F0000066wqc|VF: /apex/saHearingListForAdmin
13:00:38.0 (14980978)|SYSTEM_MODE_ENTER|true
13:00:38.0 (15367075)|VARIABLE_SCOPE_BEGIN|[39]|saHearingListForAdminCtl.BASE_QUERY_STRING|String|false|true
13:00:38.0 (15383844)|VARIABLE_SCOPE_BEGIN|[44]|saHearingListForAdminCtl.QUERY_LIMIT|String|false|true
13:00:38.0 (15391707)|VARIABLE_SCOPE_BEGIN|[45]|saHearingListForAdminCtl.QUERY_LIMIT_MAX|String|false|true
13:00:38.0 (15398234)|VARIABLE_SCOPE_BEGIN|[43]|saHearingListForAdminCtl.SELECTOPTION_ALL|String|false|true
13:00:38.0 (15404527)|VARIABLE_SCOPE_BEGIN|[42]|saHearingListForAdminCtl.SELECTOPTION_LASTMODIFIED|String|false|true
13:00:38.0 (15456558)|VARIABLE_SCOPE_BEGIN|[54]|saHearingListForAdminCtl.targetRecordsOption|List<System.SelectOption>|true|true
13:00:38.0 (15607526)|HEAP_ALLOCATE|[72]|Bytes:3
13:00:38.0 (15679705)|HEAP_ALLOCATE|[77]|Bytes:152
13:00:38.0 (15700245)|HEAP_ALLOCATE|[342]|Bytes:408
13:00:38.0 (15721000)|HEAP_ALLOCATE|[355]|Bytes:408
13:00:38.0 (15739545)|HEAP_ALLOCATE|[467]|Bytes:48
13:00:38.0 (15811425)|HEAP_ALLOCATE|[139]|Bytes:6
13:00:38.0 (15835084)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:312
13:00:38.0 (15865326)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:112
13:00:38.0 (15871872)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:15
13:00:38.0 (15879518)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:00:38.0 (15921160)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saHearingListForAdminCtl.QUERY_LIMIT|"1000"
13:00:38.0 (15932122)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
13:00:38.0 (15946872)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saHearingListForAdminCtl.QUERY_LIMIT_MAX|"10000"
13:00:38.0 (15953534)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
13:00:38.0 (15963102)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saHearingListForAdminCtl.SELECTOPTION_ALL|"2"
13:00:38.0 (15969243)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
13:00:38.0 (15977865)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saHearingListForAdminCtl.SELECTOPTION_LASTMODIFIED|"1"
13:00:38.0 (16010039)|METHOD_ENTRY|[1]|01p6F000006sUQs|saHearingListForAdminCtl.saHearingListForAdminCtl()
13:00:38.0 (16020632)|STATEMENT_EXECUTE|[1]
13:00:38.0 (16025463)|STATEMENT_EXECUTE|[1]
13:00:38.0 (16067303)|HEAP_ALLOCATE|[50]|Bytes:5
13:00:38.0 (16092647)|HEAP_ALLOCATE|[56]|Bytes:5
13:00:38.0 (16104826)|HEAP_ALLOCATE|[64]|Bytes:7
13:00:38.0 (16133050)|SYSTEM_MODE_ENTER|false
13:00:38.0 (16147188)|HEAP_ALLOCATE|[39]|Bytes:5
13:00:38.0 (16153214)|STATEMENT_EXECUTE|[39]
13:00:38.0 (16157047)|HEAP_ALLOCATE|[39]|Bytes:215
13:00:38.0 (16173789)|VARIABLE_ASSIGNMENT|[39]|saHearingListForAdminCtl.BASE_QUERY_STRING|"SELECT RegionalOffic (195 more) ..."
13:00:38.0 (16180013)|STATEMENT_EXECUTE|[55]
13:00:38.0 (16182088)|STATEMENT_EXECUTE|[56]
13:00:38.0 (16193055)|HEAP_ALLOCATE|[56]|Bytes:4
13:00:38.0 (16365743)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:00:38.0 (16387767)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|[]|0x25867b4e
13:00:38.0 (16411038)|VARIABLE_ASSIGNMENT|[54]|saHearingListForAdminCtl.targetRecordsOption|[]|0x25867b4e
13:00:38.0 (16477062)|STATEMENT_EXECUTE|[57]
13:00:38.0 (16518714)|HEAP_ALLOCATE|[57]|Bytes:9
13:00:38.0 (16571582)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:00:38.0 (16583238)|STATEMENT_EXECUTE|[58]
13:00:38.0 (16607923)|HEAP_ALLOCATE|[58]|Bytes:5
13:00:38.0 (16632882)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:00:38.0 (16646897)|SYSTEM_MODE_EXIT|false
13:00:38.0 (16681718)|METHOD_EXIT|[1]|saHearingListForAdminCtl
13:00:38.0 (16744907)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:80
13:00:38.0 (16757627)|VARIABLE_SCOPE_BEGIN|[162]|this|saHearingListForAdminCtl|true|false
13:00:38.0 (16856867)|VARIABLE_ASSIGNMENT|[162]|this|{}|0x2a0d5fd1
13:00:38.0 (16881657)|SYSTEM_MODE_ENTER|false
13:00:38.0 (16890536)|HEAP_ALLOCATE|[8]|Bytes:5
13:00:38.0 (16897230)|STATEMENT_EXECUTE|[1]
13:00:38.0 (16905401)|HEAP_ALLOCATE|[8]|Bytes:5
13:00:38.0 (16910468)|STATEMENT_EXECUTE|[8]
13:00:38.0 (16925875)|VARIABLE_ASSIGNMENT|[8]|this.conditionStr|null|0x2a0d5fd1
13:00:38.0 (16935648)|STATEMENT_EXECUTE|[10]
13:00:38.0 (16945659)|VARIABLE_ASSIGNMENT|[10]|this.orderBy|null|0x2a0d5fd1
13:00:38.0 (16954140)|STATEMENT_EXECUTE|[12]
13:00:38.0 (16961457)|VARIABLE_ASSIGNMENT|[12]|this.limitStr|null|0x2a0d5fd1
13:00:38.0 (16969475)|STATEMENT_EXECUTE|[14]
13:00:38.0 (16971571)|STATEMENT_EXECUTE|[16]
13:00:38.0 (16976304)|HEAP_ALLOCATE|[16]|Bytes:4
13:00:38.0 (16988662)|VARIABLE_ASSIGNMENT|[16]|this.pageNum|1|0x2a0d5fd1
13:00:38.0 (16995267)|STATEMENT_EXECUTE|[17]
13:00:38.0 (16998932)|HEAP_ALLOCATE|[17]|Bytes:4
13:00:38.0 (17009958)|VARIABLE_ASSIGNMENT|[17]|this.pageSize|50|0x2a0d5fd1
13:00:38.0 (17018934)|STATEMENT_EXECUTE|[19]
13:00:38.0 (17029405)|VARIABLE_ASSIGNMENT|[19]|this.initSearchFlg|""|0x2a0d5fd1
13:00:38.0 (17041005)|STATEMENT_EXECUTE|[21]
13:00:38.0 (17046482)|HEAP_ALLOCATE|[21]|Bytes:5
13:00:38.0 (17066434)|VARIABLE_ASSIGNMENT|[21]|this.errFlg|false|0x2a0d5fd1
13:00:38.0 (17074527)|STATEMENT_EXECUTE|[23]
13:00:38.0 (17100819)|VARIABLE_ASSIGNMENT|[23]|this.selectedOrderTarget|null|0x2a0d5fd1
13:00:38.0 (17109817)|STATEMENT_EXECUTE|[25]
13:00:38.0 (17111850)|STATEMENT_EXECUTE|[27]
13:00:38.0 (17113837)|STATEMENT_EXECUTE|[29]
