42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
Execute Anonymous: saReport__c reportToShare = [SELECT Id FROM saReport__c WHERE Id='a0M6F00000OnQS8UAN'];
Execute Anonymous: 
Execute Anonymous: saUtilSharing.shareDataPermissionsReport(reportToShare);
19:21:06.0 (908174)|USER_INFO|[EXTERNAL]|0056F000006PtYl|gwadmin@gw.jp.kddi|日本標準時|GMT+09:00
19:21:06.0 (927645)|EXECUTION_STARTED
19:21:06.0 (932909)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
19:21:06.0 (1084575)|VARIABLE_SCOPE_BEGIN|[1]|reportToShare|saReport__c|true|false
19:21:06.0 (1289568)|HEAP_ALLOCATE|[72]|Bytes:3
19:21:06.0 (1333949)|HEAP_ALLOCATE|[77]|Bytes:152
19:21:06.0 (1347258)|HEAP_ALLOCATE|[342]|Bytes:408
19:21:06.0 (1359570)|HEAP_ALLOCATE|[355]|Bytes:408
19:21:06.0 (1370124)|HEAP_ALLOCATE|[467]|Bytes:48
19:21:06.0 (1393962)|HEAP_ALLOCATE|[139]|Bytes:6
19:21:06.0 (1413688)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:3
19:21:06.0 (1515561)|STATEMENT_EXECUTE|[1]
19:21:06.0 (1518215)|STATEMENT_EXECUTE|[1]
19:21:06.0 (1521640)|HEAP_ALLOCATE|[1]|Bytes:58
19:21:06.0 (1537604)|HEAP_ALLOCATE|[1]|Bytes:4
19:21:06.0 (1583168)|HEAP_ALLOCATE|[50]|Bytes:5
19:21:06.0 (1602148)|HEAP_ALLOCATE|[56]|Bytes:5
19:21:06.0 (1609558)|HEAP_ALLOCATE|[64]|Bytes:7
19:21:06.0 (1866226)|SOQL_EXECUTE_BEGIN|[1]|Aggregations:0|SELECT Id FROM saReport__c WHERE Id = 'a0M6F00000OnQS8UAN'
19:21:06.0 (11897790)|SOQL_EXECUTE_END|[1]|Rows:1
19:21:06.0 (11921096)|HEAP_ALLOCATE|[1]|Bytes:8
19:21:06.0 (11933221)|HEAP_ALLOCATE|[1]|Bytes:29
19:21:06.0 (12018632)|HEAP_ALLOCATE|[1]|Bytes:8
19:21:06.0 (12031522)|HEAP_ALLOCATE|[1]|Bytes:37
19:21:06.0 (12084309)|HEAP_ALLOCATE|[1]|Bytes:8
19:21:06.0 (12125984)|VARIABLE_ASSIGNMENT|[1]|reportToShare|{"Id":"a0M6F00000OnQS8UAN"}|0x16a43b27
19:21:06.0 (12133586)|STATEMENT_EXECUTE|[3]
19:21:06.0 (12171529)|SYSTEM_MODE_ENTER|false
19:21:06.0 (12192891)|HEAP_ALLOCATE|[3]|Bytes:5
19:21:06.0 (12297864)|HEAP_ALLOCATE|[3]|Bytes:28
19:21:06.0 (12329492)|METHOD_ENTRY|[1]|01p6F000006sUR0|saUtilSharing.saUtilSharing()
19:21:06.0 (12335589)|STATEMENT_EXECUTE|[1]
19:21:06.0 (12339858)|STATEMENT_EXECUTE|[1]
19:21:06.0 (12347639)|SYSTEM_MODE_ENTER|true
19:21:06.0 (12353948)|HEAP_ALLOCATE|[3]|Bytes:5
19:21:06.0 (12360224)|SYSTEM_MODE_EXIT|true
19:21:06.0 (12379177)|METHOD_EXIT|[1]|saUtilSharing
19:21:06.0 (12416518)|METHOD_ENTRY|[3]|01p6F000006sUR0|saUtilSharing.shareDataPermissionsReport(saReport__c)
19:21:06.0 (12452579)|VARIABLE_SCOPE_BEGIN|[4]|reportToShare|saReport__c|true|false
19:21:06.0 (12468617)|VARIABLE_ASSIGNMENT|[4]|reportToShare|{"Id":"a0M6F00000OnQS8UAN"}|0x16a43b27
19:21:06.0 (12482465)|SYSTEM_MODE_ENTER|true
19:21:06.0 (12488565)|HEAP_ALLOCATE|[7]|Bytes:5
19:21:06.0 (12494087)|STATEMENT_EXECUTE|[4]
19:21:06.0 (12495871)|STATEMENT_EXECUTE|[7]
19:21:06.0 (12499840)|HEAP_ALLOCATE|[7]|Bytes:95
19:21:06.0 (12513766)|HEAP_ALLOCATE|[7]|Bytes:4
19:21:06.0 (12522202)|HEAP_ALLOCATE|[7]|Bytes:7
