38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
17:16:45.0 (133487)|USER_INFO|[EXTERNAL]|0056F000006PtYl|gwadmin@gw.jp.kddi|日本標準時|GMT+09:00
17:16:45.0 (186197)|EXECUTION_STARTED
17:16:45.0 (192713)|CODE_UNIT_STARTED|[EXTERNAL]|0666F000006TarA|VF: /apex/auSwitchScreenPage
17:16:45.0 (39990681)|SYSTEM_MODE_ENTER|true
17:16:45.0 (40471880)|VARIABLE_SCOPE_BEGIN|[25]|auMainTopCompCtrl.TYPE_SCREEN_ACCOUNT_LIST|Integer|false|true
17:16:45.0 (40486584)|VARIABLE_SCOPE_BEGIN|[26]|auMainTopCompCtrl.TYPE_SCREEN_ACTIVITY_LIST|Integer|false|true
17:16:45.0 (40494125)|VARIABLE_SCOPE_BEGIN|[7]|auMainTopCompCtrl.TYPE_SCREEN_CX_SCREEN|Integer|false|true
17:16:45.0 (40502601)|VARIABLE_SCOPE_BEGIN|[8]|auMainTopCompCtrl.TYPE_SCREEN_CX_TIMELINE|Integer|false|true
17:16:45.0 (40510491)|VARIABLE_SCOPE_BEGIN|[9]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE|Integer|false|true
17:16:45.0 (40517339)|VARIABLE_SCOPE_BEGIN|[10]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE_LIST|Integer|false|true
17:16:45.0 (40525132)|VARIABLE_SCOPE_BEGIN|[27]|auMainTopCompCtrl.TYPE_SCREEN_FILE_LIST|Integer|false|true
17:16:45.0 (40532714)|VARIABLE_SCOPE_BEGIN|[24]|auMainTopCompCtrl.TYPE_SCREEN_HONBU_DIRECT|Integer|false|true
17:16:45.0 (40540049)|VARIABLE_SCOPE_BEGIN|[11]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_DASHBOARD|Integer|false|true
17:16:45.0 (40547909)|VARIABLE_SCOPE_BEGIN|[12]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_LIST|Integer|false|true
17:16:45.0 (40554949)|VARIABLE_SCOPE_BEGIN|[15]|auMainTopCompCtrl.TYPE_SCREEN_SA_CHATTER|Integer|false|true
17:16:45.0 (40562076)|VARIABLE_SCOPE_BEGIN|[16]|auMainTopCompCtrl.TYPE_SCREEN_SA_DAILYREPORT|Integer|false|true
17:16:45.0 (40569055)|VARIABLE_SCOPE_BEGIN|[22]|auMainTopCompCtrl.TYPE_SCREEN_SA_DAILYREPORTLIST|Integer|false|true
17:16:45.0 (40576345)|VARIABLE_SCOPE_BEGIN|[18]|auMainTopCompCtrl.TYPE_SCREEN_SA_DOCUMENTS|Integer|false|true
17:16:45.0 (40583660)|VARIABLE_SCOPE_BEGIN|[17]|auMainTopCompCtrl.TYPE_SCREEN_SA_ENQUETE|Integer|false|true
17:16:45.0 (40590922)|VARIABLE_SCOPE_BEGIN|[20]|auMainTopCompCtrl.TYPE_SCREEN_SA_LINKS|Integer|false|true
17:16:45.0 (40598365)|VARIABLE_SCOPE_BEGIN|[13]|auMainTopCompCtrl.TYPE_SCREEN_SA_MESSAGES|Integer|false|true
17:16:45.0 (40605763)|VARIABLE_SCOPE_BEGIN|[19]|auMainTopCompCtrl.TYPE_SCREEN_SA_RANKING|Integer|false|true
17:16:45.0 (40613369)|VARIABLE_SCOPE_BEGIN|[14]|auMainTopCompCtrl.TYPE_SCREEN_SA_REPORTS|Integer|false|true
17:16:45.0 (40621072)|VARIABLE_SCOPE_BEGIN|[23]|auMainTopCompCtrl.TYPE_SCREEN_SA_TODO|Integer|false|true
17:16:45.0 (40629194)|VARIABLE_SCOPE_BEGIN|[21]|auMainTopCompCtrl.TYPE_SCREEN_SA_USRSETTINGS|Integer|false|true
17:16:45.0 (40637050)|VARIABLE_SCOPE_BEGIN|[4]|auMainTopCompCtrl.TYPE_SCREEN_STPD_EVENT|Integer|false|true
17:16:45.0 (40644739)|VARIABLE_SCOPE_BEGIN|[6]|auMainTopCompCtrl.TYPE_SCREEN_STPD_SCREEN|Integer|false|true
17:16:45.0 (40652755)|VARIABLE_SCOPE_BEGIN|[5]|auMainTopCompCtrl.TYPE_SCREEN_STPD_TIMELINE|Integer|false|true
17:16:45.0 (40660591)|VARIABLE_SCOPE_BEGIN|[3]|auMainTopCompCtrl.TYPE_SCREEN_SWITCH|Integer|false|true
17:16:45.0 (40795103)|HEAP_ALLOCATE|[72]|Bytes:3
17:16:45.0 (40848237)|HEAP_ALLOCATE|[77]|Bytes:152
17:16:45.0 (40864124)|HEAP_ALLOCATE|[342]|Bytes:408
17:16:45.0 (40877960)|HEAP_ALLOCATE|[355]|Bytes:408
17:16:45.0 (40889664)|HEAP_ALLOCATE|[467]|Bytes:48
17:16:45.0 (40918564)|HEAP_ALLOCATE|[139]|Bytes:6
17:16:45.0 (40934775)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:284
17:16:45.0 (40964860)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:160
17:16:45.0 (40978733)|METHOD_ENTRY|[1]|01p6F0000084OtI|auMainTopCompCtrl.auMainTopCompCtrl()
17:16:45.0 (40986266)|STATEMENT_EXECUTE|[1]
17:16:45.0 (40992398)|STATEMENT_EXECUTE|[1]
17:16:45.0 (40994548)|STATEMENT_EXECUTE|[3]
17:16:45.0 (41009103)|HEAP_ALLOCATE|[3]|Bytes:4
17:16:45.0 (41040326)|VARIABLE_ASSIGNMENT|[3]|auMainTopCompCtrl.TYPE_SCREEN_SWITCH|0
17:16:45.0 (41046537)|STATEMENT_EXECUTE|[4]
17:16:45.0 (41049712)|HEAP_ALLOCATE|[4]|Bytes:4
17:16:45.0 (41059848)|VARIABLE_ASSIGNMENT|[4]|auMainTopCompCtrl.TYPE_SCREEN_STPD_EVENT|11
17:16:45.0 (41064576)|STATEMENT_EXECUTE|[5]
17:16:45.0 (41066838)|HEAP_ALLOCATE|[5]|Bytes:4
17:16:45.0 (41074383)|VARIABLE_ASSIGNMENT|[5]|auMainTopCompCtrl.TYPE_SCREEN_STPD_TIMELINE|12
17:16:45.0 (41078183)|STATEMENT_EXECUTE|[6]
17:16:45.0 (41080275)|HEAP_ALLOCATE|[6]|Bytes:4
17:16:45.0 (41093170)|VARIABLE_ASSIGNMENT|[6]|auMainTopCompCtrl.TYPE_SCREEN_STPD_SCREEN|13
17:16:45.0 (41097565)|STATEMENT_EXECUTE|[7]
17:16:45.0 (41099958)|HEAP_ALLOCATE|[7]|Bytes:4
17:16:45.0 (41106602)|VARIABLE_ASSIGNMENT|[7]|auMainTopCompCtrl.TYPE_SCREEN_CX_SCREEN|21
17:16:45.0 (41110212)|STATEMENT_EXECUTE|[8]
17:16:45.0 (41112445)|HEAP_ALLOCATE|[8]|Bytes:4
17:16:45.0 (41118560)|VARIABLE_ASSIGNMENT|[8]|auMainTopCompCtrl.TYPE_SCREEN_CX_TIMELINE|22
17:16:45.0 (41122116)|STATEMENT_EXECUTE|[9]
17:16:45.0 (41124276)|HEAP_ALLOCATE|[9]|Bytes:4
17:16:45.0 (41130473)|VARIABLE_ASSIGNMENT|[9]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE|31
17:16:45.0 (41134429)|STATEMENT_EXECUTE|[10]
17:16:45.0 (41136695)|HEAP_ALLOCATE|[10]|Bytes:4
17:16:45.0 (41143069)|VARIABLE_ASSIGNMENT|[10]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE_LIST|32
17:16:45.0 (41147127)|STATEMENT_EXECUTE|[11]
17:16:45.0 (41149461)|HEAP_ALLOCATE|[11]|Bytes:4
17:16:45.0 (41155598)|VARIABLE_ASSIGNMENT|[11]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_DASHBOARD|41
17:16:45.0 (41159521)|STATEMENT_EXECUTE|[12]
17:16:45.0 (41161823)|HEAP_ALLOCATE|[12]|Bytes:4
17:16:45.0 (41168793)|VARIABLE_ASSIGNMENT|[12]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_LIST|42
17:16:45.0 (41172627)|STATEMENT_EXECUTE|[13]
17:16:45.0 (41174927)|HEAP_ALLOCATE|[13]|Bytes:4
17:16:45.0 (41181551)|VARIABLE_ASSIGNMENT|[13]|auMainTopCompCtrl.TYPE_SCREEN_SA_MESSAGES|51
17:16:45.0 (41185668)|STATEMENT_EXECUTE|[14]
17:16:45.0 (41187784)|HEAP_ALLOCATE|[14]|Bytes:4
17:16:45.0 (41195001)|VARIABLE_ASSIGNMENT|[14]|auMainTopCompCtrl.TYPE_SCREEN_SA_REPORTS|52
17:16:45.0 (41199277)|STATEMENT_EXECUTE|[15]
17:16:45.0 (41201459)|HEAP_ALLOCATE|[15]|Bytes:4
17:16:45.0 (41207560)|VARIABLE_ASSIGNMENT|[15]|auMainTopCompCtrl.TYPE_SCREEN_SA_CHATTER|53
17:16:45.0 (41211425)|STATEMENT_EXECUTE|[16]
17:16:45.0 (41213604)|HEAP_ALLOCATE|[16]|Bytes:4
17:16:45.0 (41220278)|VARIABLE_ASSIGNMENT|[16]|auMainTopCompCtrl.TYPE_SCREEN_SA_DAILYREPORT|54
17:16:45.0 (41224266)|STATEMENT_EXECUTE|[17]
17:16:45.0 (41226378)|HEAP_ALLOCATE|[17]|Bytes:4
17:16:45.0 (41232609)|VARIABLE_ASSIGNMENT|[17]|auMainTopCompCtrl.TYPE_SCREEN_SA_ENQUETE|55
17:16:45.0 (41236428)|STATEMENT_EXECUTE|[18]
17:16:45.0 (41238660)|HEAP_ALLOCATE|[18]|Bytes:4
