38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
16:21:34.0 (57302)|USER_INFO|[EXTERNAL]|0056F000006PtYl|gwadmin@gw.jp.kddi|日本標準時|GMT+09:00
16:21:34.0 (92578)|EXECUTION_STARTED
16:21:34.0 (96156)|CODE_UNIT_STARTED|[EXTERNAL]|0666F000006TarA|VF: /apex/auSwitchScreenPage
16:21:34.0 (15409284)|SYSTEM_MODE_ENTER|true
16:21:34.0 (15703056)|VARIABLE_SCOPE_BEGIN|[7]|auMainTopCompCtrl.TYPE_SCREEN_CX_SCREEN|Integer|false|true
16:21:34.0 (15714801)|VARIABLE_SCOPE_BEGIN|[8]|auMainTopCompCtrl.TYPE_SCREEN_CX_TIMELINE|Integer|false|true
16:21:34.0 (15721781)|VARIABLE_SCOPE_BEGIN|[9]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE|Integer|false|true
16:21:34.0 (15728585)|VARIABLE_SCOPE_BEGIN|[10]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE_LIST|Integer|false|true
16:21:34.0 (15735072)|VARIABLE_SCOPE_BEGIN|[11]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_DASHBOARD|Integer|false|true
16:21:34.0 (15741400)|VARIABLE_SCOPE_BEGIN|[12]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_LIST|Integer|false|true
16:21:34.0 (15747483)|VARIABLE_SCOPE_BEGIN|[15]|auMainTopCompCtrl.TYPE_SCREEN_SA_CHATTER|Integer|false|true
16:21:34.0 (15753353)|VARIABLE_SCOPE_BEGIN|[16]|auMainTopCompCtrl.TYPE_SCREEN_SA_DAILYREPORT|Integer|false|true
16:21:34.0 (15759423)|VARIABLE_SCOPE_BEGIN|[22]|auMainTopCompCtrl.TYPE_SCREEN_SA_DAILYREPORTLIST|Integer|false|true
16:21:34.0 (15765850)|VARIABLE_SCOPE_BEGIN|[18]|auMainTopCompCtrl.TYPE_SCREEN_SA_DOCUMENTS|Integer|false|true
16:21:34.0 (15771888)|VARIABLE_SCOPE_BEGIN|[17]|auMainTopCompCtrl.TYPE_SCREEN_SA_ENQUETE|Integer|false|true
16:21:34.0 (15777844)|VARIABLE_SCOPE_BEGIN|[20]|auMainTopCompCtrl.TYPE_SCREEN_SA_LINKS|Integer|false|true
16:21:34.0 (15784146)|VARIABLE_SCOPE_BEGIN|[13]|auMainTopCompCtrl.TYPE_SCREEN_SA_MESSAGES|Integer|false|true
16:21:34.0 (15790239)|VARIABLE_SCOPE_BEGIN|[19]|auMainTopCompCtrl.TYPE_SCREEN_SA_RANKING|Integer|false|true
16:21:34.0 (15796171)|VARIABLE_SCOPE_BEGIN|[14]|auMainTopCompCtrl.TYPE_SCREEN_SA_REPORTS|Integer|false|true
16:21:34.0 (15802381)|VARIABLE_SCOPE_BEGIN|[21]|auMainTopCompCtrl.TYPE_SCREEN_SA_USRSETTINGS|Integer|false|true
16:21:34.0 (15808666)|VARIABLE_SCOPE_BEGIN|[4]|auMainTopCompCtrl.TYPE_SCREEN_STPD_EVENT|Integer|false|true
16:21:34.0 (15814965)|VARIABLE_SCOPE_BEGIN|[6]|auMainTopCompCtrl.TYPE_SCREEN_STPD_SCREEN|Integer|false|true
16:21:34.0 (15821241)|VARIABLE_SCOPE_BEGIN|[5]|auMainTopCompCtrl.TYPE_SCREEN_STPD_TIMELINE|Integer|false|true
16:21:34.0 (15827715)|VARIABLE_SCOPE_BEGIN|[3]|auMainTopCompCtrl.TYPE_SCREEN_SWITCH|Integer|false|true
16:21:34.0 (15933147)|HEAP_ALLOCATE|[72]|Bytes:3
16:21:34.0 (15981622)|HEAP_ALLOCATE|[77]|Bytes:152
16:21:34.0 (15992906)|HEAP_ALLOCATE|[342]|Bytes:408
16:21:34.0 (16003882)|HEAP_ALLOCATE|[355]|Bytes:408
16:21:34.0 (16015838)|HEAP_ALLOCATE|[467]|Bytes:48
16:21:34.0 (16039263)|HEAP_ALLOCATE|[139]|Bytes:6
16:21:34.0 (16052189)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:288
16:21:34.0 (16082131)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:114
16:21:34.0 (16102639)|METHOD_ENTRY|[1]|01p6F0000084OtI|auMainTopCompCtrl.auMainTopCompCtrl()
16:21:34.0 (16108739)|STATEMENT_EXECUTE|[1]
16:21:34.0 (16112934)|STATEMENT_EXECUTE|[1]
16:21:34.0 (16114306)|STATEMENT_EXECUTE|[3]
16:21:34.0 (16120303)|HEAP_ALLOCATE|[3]|Bytes:4
16:21:34.0 (16143970)|VARIABLE_ASSIGNMENT|[3]|auMainTopCompCtrl.TYPE_SCREEN_SWITCH|0
16:21:34.0 (16148960)|STATEMENT_EXECUTE|[4]
16:21:34.0 (16151622)|HEAP_ALLOCATE|[4]|Bytes:4
16:21:34.0 (16158257)|VARIABLE_ASSIGNMENT|[4]|auMainTopCompCtrl.TYPE_SCREEN_STPD_EVENT|11
16:21:34.0 (16161889)|STATEMENT_EXECUTE|[5]
16:21:34.0 (16163898)|HEAP_ALLOCATE|[5]|Bytes:4
16:21:34.0 (16169356)|VARIABLE_ASSIGNMENT|[5]|auMainTopCompCtrl.TYPE_SCREEN_STPD_TIMELINE|12
16:21:34.0 (16173014)|STATEMENT_EXECUTE|[6]
16:21:34.0 (16174910)|HEAP_ALLOCATE|[6]|Bytes:4
16:21:34.0 (16180348)|VARIABLE_ASSIGNMENT|[6]|auMainTopCompCtrl.TYPE_SCREEN_STPD_SCREEN|13
16:21:34.0 (16183567)|STATEMENT_EXECUTE|[7]
16:21:34.0 (16185783)|HEAP_ALLOCATE|[7]|Bytes:4
16:21:34.0 (16190585)|VARIABLE_ASSIGNMENT|[7]|auMainTopCompCtrl.TYPE_SCREEN_CX_SCREEN|21
16:21:34.0 (16194055)|STATEMENT_EXECUTE|[8]
16:21:34.0 (16195920)|HEAP_ALLOCATE|[8]|Bytes:4
16:21:34.0 (16200634)|VARIABLE_ASSIGNMENT|[8]|auMainTopCompCtrl.TYPE_SCREEN_CX_TIMELINE|22
16:21:34.0 (16204317)|STATEMENT_EXECUTE|[9]
16:21:34.0 (16206202)|HEAP_ALLOCATE|[9]|Bytes:4
16:21:34.0 (16210906)|VARIABLE_ASSIGNMENT|[9]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE|31
16:21:34.0 (16214526)|STATEMENT_EXECUTE|[10]
16:21:34.0 (16216503)|HEAP_ALLOCATE|[10]|Bytes:4
16:21:34.0 (16221358)|VARIABLE_ASSIGNMENT|[10]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE_LIST|32
16:21:34.0 (16224664)|STATEMENT_EXECUTE|[11]
16:21:34.0 (16226640)|HEAP_ALLOCATE|[11]|Bytes:4
16:21:34.0 (16231083)|VARIABLE_ASSIGNMENT|[11]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_DASHBOARD|41
16:21:34.0 (16234542)|STATEMENT_EXECUTE|[12]
16:21:34.0 (16236205)|HEAP_ALLOCATE|[12]|Bytes:4
16:21:34.0 (16241107)|VARIABLE_ASSIGNMENT|[12]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_LIST|42
16:21:34.0 (16244343)|STATEMENT_EXECUTE|[13]
16:21:34.0 (16246457)|HEAP_ALLOCATE|[13]|Bytes:4
